name,id,url,description,employee_count,profiles_extracted,relevant_profiles,search_status
Household Essentials,2361183,https://www.linkedin.com/search/results/companies/?keywords=Household%20Essentials&sid=HLx,"Household Essentials® is a bright and innovative company that goes forth boldly to bring you the classic foundations and latest innovations in Laundry and Storage. Our leadership, with over 200 years of combined experience in senior and sales management, direct with passion and vision, lookin ... see more",51-200 employees,0,0,completed
Nite Ize,1009924,https://www.linkedin.com/search/results/companies/?keywords=Nite%20Ize&sid=kGB,Nite Ize was founded by creativity and has continued to commit to innovation throughout 26 years of business. Nite Ize products and brands strive to exemplify problem/solution based products with quality and performance at the core. We create products that we need and make them work. We tak ... see more,201-500 employees,0,0,completed
Copper Creek,1214626,https://www.linkedin.com/search/results/companies/?keywords=Copper%20Creek&sid=an_,"Copper Creek Gold (TSX.V-CPV) is exploring for Gold just 6km away from the world class Eskay Creek Mine of Barrick Gold Corp. Eskay Creek was one of Canada's highest grade Gold mines. When Eskay Creek finally closed in 2008, it had produced over 3 million ounces of Gold and 160 million o ... see more",2-10 employees,0,0,completed
Hakko,13204464,https://www.linkedin.com/search/results/companies/?keywords=Hakko&sid=asp,"Hakko Products Pte Ltd partners with leading manufacturers to deliver high-quality manufacturing equipment and solutions to our customers in Southeast Asia and beyond. We offer a wide range of products such as soldering/desoldering tools, laser & electronic equipment, fastening tools, ... see more",51-200 employees,0,0,completed
MAGID,22627,https://www.linkedin.com/search/results/companies/?keywords=MAGID&sid=wfL,"Magid is the premier consumer intelligence and business solutions company. Since our firm’s founding 65 years ago by Frank Magid, we have been measuring emotional connections between consumers and brands. We gather and leverage ""human intelligence"" (consumer attitudes, opinions, motivat ... see more",51-200 employees,0,0,completed
Bath Royale,16256112,https://www.linkedin.com/search/results/companies/?keywords=Bath%20Royale&sid=RrG,Bath Royale designs and manufactures exceptional bathroom products. We offer excellent quality and smart designs that are beautiful and highly functional.,2-10 employees,0,0,completed
SLEEKLIGHTING,70778719,https://www.linkedin.com/search/results/companies/?keywords=SLEEKLIGHTING&sid=vE0,"Sleek Lighting is a company based out of BROOKLYN, NY, United States.",2-10 employees,0,0,completed
Amico,694714,https://www.linkedin.com/search/results/companies/?keywords=Amico&sid=AKf,"Established in 1984, AMICO Group is a leading distributor of medical devices across the MENA region, with a footprint in 12 countries. AMICO Group excels in delivering cutting-edge medical technologies in areas such as ophthalmology, orthopedics, neurosurgery, dermatology, general surgery and ... see more",1K-5K employees,1,0,completed
Yonico,7051605,https://www.linkedin.com/search/results/companies/?keywords=Yonico&sid=7%40F,,2-10 employees,0,0,completed
Channellock,271422,https://www.linkedin.com/search/results/companies/?keywords=Channellock&sid=U%40B,"Legendary pliers since 1886. Channellock, Inc. is a leading manufacturer of high-quality pliers and assorted hand tools, including our iconic, American-made CHANNELLOCK® Tongue & Groove Pliers. With over 350 dedicated employees right here in Meadville, PA, we take pride in making plier ... see more",201-500 employees,0,0,completed
Philips Hue,70291946,https://www.linkedin.com/search/results/companies/?keywords=Philips%20Hue&sid=rLU,The only app that synchronizes your moves with your Philips Hue connected lights! Just dance with your iPhone or your Apple Watch and your lights will follow the rhythm magically! Get ready to set the mood!,0-1 employees,0,0,completed
Southwire,23858,https://www.linkedin.com/search/results/companies/?keywords=Southwire&sid=ruo,"Southwire is one of the world’s leading developers, manufacturers and suppliers of building wire and utility cable, as well as the tools used in their installation. As such, we are continually improving our products, studying how they’re used in the field, and assessing the needs of our customers t ... see more",5K-10K employees,7,3,completed
Carhartt,34585,https://www.linkedin.com/search/results/companies/?keywords=Carhartt&sid=X5L,"Carhartt manufactures premium clothing known for exceptional durability, comfort, quality of construction and fit that you can feel in the fabrics and see in the performance. Established in Detroit in 1889, our corporate headquarters is today located in Dearborn, Michigan and our U.S. faciliti ... see more",1K-5K employees,5,3,completed
